mmsi,origin_port,dest_plant,steel_quantity,rake_availability,port_utilization,plant_utilization,recent_avg_vessel_delay,distance_km,vessel_delay_hours
419000456,Kolkata,Rourkela,3770.1294832849767,92.8866879693881,90.2361425804702,72.0940633276235,14.696167914487628,738.372441302404,24.527740352874403
352122000,Gangavaram,VSP,1928.8785935624087,79.46772782054757,65.28328413746205,91.43347830170663,17.47707628294274,198.02326513197906,21.96937217903509
419000456,Kolkata,Salem,2766.658381190298,90.13503546318428,50.42136921704585,50.500375485886785,17.21300079514218,265.6107350946222,11.28716308882591
538004587,Gangavaram,Bokaro,8821.03431356642,56.49811697139974,54.80279218811585,68.60650919297967,7.160497582269496,197.2253042639475,15.976564581115415
538004209,Visakhapatnam,VSP,8277.791819183713,98.73961795516243,51.526982999132535,52.92826369492154,15.166049093033479,910.1602551576137,10.40634273503139
419000114,Krishnapatnam,VSP,4476.880190813419,67.65629251071346,56.730636293480366,74.05511534636415,16.04873459979695,387.2343314350838,19.692279883306472
374787000,Haldia,Salem,6679.427989298375,74.00602816394417,55.20139574913991,64.50660326696182,7.53941832736545,280.6534201597634,12.540889422651574
419000456,Kolkata,Bokaro,8695.821594561443,78.73083421005504,98.45148803526914,83.0941183138955,23.01700119476196,395.14365801589844,34.39747931337206
352978124,Paradip,Rourkela,7903.132451062589,88.45896659019411,79.65334007003835,71.6129780272877,10.796792450652937,730.0317650355779,20.22396626109908
352978124,Paradip,Durgapur,9472.437182192067,56.51978811022023,66.55601937348072,87.19388652595183,21.122273641863718,914.9862582624397,29.7733461800521
419000183,Visakhapatnam,Durgapur,3157.143990374301,71.05695031925696,92.06315191692836,93.96643328513278,13.0714015179083,559.8237220107368,30.459547042716025
419001951,Kolkata,VSP,6996.169807478741,74.40773628008132,54.75229751687834,98.07328899503202,16.85163560565859,585.6333864501586,20.94855547428005
352978124,Paradip,Salem,5578.288493934786,76.15439734675005,85.74241053080871,61.34355223565261,9.865199279002974,296.82209070105773,22.15244273436147
538004587,Gangavaram,Bokaro,4044.7799725582463,72.06480716401899,77.05769078194821,86.50108292381708,21.1528983861257,710.5402910163033,29.351983869257836
352122000,Krishnapatnam,Bokaro,2026.4340189066156,85.52919172874255,68.30994427673087,79.02408534665187,23.841735054941772,100.14125916796311,23.41070351774275
538004209,Visakhapatnam,Bokaro,7441.519795094374,76.9792490065604,65.00955846401362,64.73885286154595,9.526606267998368,865.2884798889087,17.074783117823603
419001951,Haldia,Durgapur,621.0213436480007,57.40753490491066,83.85974014434244,61.64586141461873,8.681232548093671,563.1483835308791,25.307914244891066
419000456,Haldia,Salem,1275.7024672681425,88.56623583865606,97.5005613756392,96.5931390098956,8.76783804561855,419.78932705540285,26.41973282287018
538004209,Visakhapatnam,Salem,5815.258600713523,67.59414586263514,63.914003734487906,45.98416127243707,13.74474643633825,468.8952431305672,18.063951779493312
352978124,Paradip,Salem,2332.7243324512283,52.284772402561934,57.85368150598416,94.7419302112148,11.43031766259952,524.3541004673818,23.137210024638865
374787000,Haldia,Bokaro,7352.658305889465,99.38738516588197,61.68217455088934,73.83965614934266,13.967252207919888,497.4010628073515,13.989569176599325
538004587,Gangavaram,Bokaro,7283.222026367201,73.51056630246846,57.057335841942816,83.80476551601004,7.802101475213981,179.7364391774389,15.056087659652023
419001951,Haldia,Bokaro,7085.332360168743,59.44321031546805,84.81805412945103,98.80447314594342,14.089461417954004,883.3028892058697,32.24855797772477
374787000,Kolkata,Durgapur,2104.386889607678,81.53011582158032,67.04299894075147,82.02235900308015,20.041027121429167,123.7211798271446,22.27706833858627
538004209,Visakhapatnam,Rourkela,1777.2960991404339,85.59441809048482,86.198724570347,66.38412592396041,23.137275587403476,957.829901187268,28.863443941479442
352978124,Paradip,Salem,7841.759736440983,55.92882782714567,69.50364289341891,92.4167444346347,12.500835337641744,776.4791874826095,26.710377789846103
419000456,Kolkata,Rourkela,2815.5031736342266,74.89547406221683,93.34962302622822,71.09596669956704,18.27329599952275,310.3617666824052,29.892760298507987
352122000,Gangavaram,Durgapur,2060.7412177222686,85.73999708315,63.87034517355198,44.63301727169315,12.908645144151102,952.6975819424929,14.836123598565447
538004209,Visakhapatnam,Bokaro,7962.908010982724,86.3042777685246,51.782750726622,82.64678290734346,16.6950461499146,837.177579284514,16.560526188542354
374787000,Haldia,Bokaro,3495.6704281371467,65.16993078789959,86.46386521688373,89.14057019253576,14.972927587346113,583.6594268595684,30.473013074130975
538004587,Krishnapatnam,Durgapur,7944.411725465807,95.69143714221303,89.88602729362353,51.43045519270541,18.670354473146617,942.9820725615281,24.191707660611357
419001951,Kolkata,Bokaro,4238.656652023577,69.43296318890387,78.44623872839303,98.70850524198133,10.388906358271079,629.1494340253278,25.97088155212146
419000114,Krishnapatnam,Rourkela,8249.669882515682,79.94567857034856,68.74341812274804,85.97131049558632,17.140330532579327,625.2761910197951,23.051738420642582
352122000,Krishnapatnam,Durgapur,1725.8177329456876,63.8418346092766,53.25295449485171,55.07965321647421,7.422082576361215,976.1861018001965,14.378898240028612
352122000,Gangavaram,VSP,4489.718466056765,68.79256851064994,73.77410189153804,71.49518981021758,10.74419283596988,646.4241131027239,22.188180490543566
352978124,Paradip,VSP,3772.2404243237384,87.94550929154362,60.26718805502891,85.07865596906396,15.257378278753484,884.3797600450781,18.396368814573243
538004209,Visakhapatnam,Salem,562.663777790791,77.24227300579051,79.73566251152542,63.16495819252398,20.418869182060426,146.94573518372098,25.292066032949574
538004209,Visakhapatnam,Rourkela,4800.443778914544,76.94162536972593,54.568574043871486,40.19611439268056,11.606998399601082,903.6214300298515,12.61260063834456
419000183,Visakhapatnam,Bokaro,8435.854197256987,96.79091616609205,70.56728499378791,41.779727981725856,7.64757578054704,449.5485047043197,10.712859962772704
419000114,Krishnapatnam,VSP,8811.92595831277,72.00381515436966,78.31731931360808,51.193782568756475,19.742286241639384,558.3115277577583,25.20157719641935
419000183,Visakhapatnam,Bokaro,5217.367428549724,93.54558085864866,99.74471731348778,74.42611419641361,18.135726755974428,745.6306043348126,29.216035028614805
352978124,Paradip,VSP,7734.217168244078,87.06020816291507,56.610535661484136,44.99060710453349,20.88873558069981,168.38390730374647,14.851315381272972
419000456,Kolkata,VSP,2009.9806181482313,92.33201735245888,94.37828374106272,73.11419828583402,15.656043952801612,435.45313385848476,25.857429724528217
538004587,Krishnapatnam,Bokaro,7538.180534506548,71.09271623981515,97.21324190725718,53.07310117923214,17.82039357367905,851.2011147136614,30.865338458404185
538004209,Visakhapatnam,Durgapur,2998.3886880151226,86.16358263433406,94.63456442228433,57.39689365398108,22.997650157706556,609.5105992444542,29.615188442558782
538004209,Visakhapatnam,Durgapur,4668.359233065015,54.51225608701502,84.53363227277181,65.28825561623229,21.910169626685658,941.5991331440565,33.82474710568271
419000183,Visakhapatnam,VSP,2601.865058747134,56.67743325619596,77.78044477732203,43.48660944090962,7.208761707252538,465.4516508390343,20.882591881352717
538004209,Visakhapatnam,Salem,9031.020787046158,73.83733168865001,56.15591088022737,98.64812155559324,21.49617807720494,624.7451760079011,23.9416984725158
419001155,Paradip,Salem,9878.917606817913,99.88044645641963,57.17275289393083,66.1712278061687,6.60077654891756,551.7357073787798,8.196719046728532
352978124,Paradip,Salem,9197.621798072003,93.42263307674972,73.04424043388947,70.27249482551215,17.938587774268143,652.368020244913,20.53002492499201
352122000,Gangavaram,Salem,9153.829124421281,57.86275734449629,57.6712808448958,87.03182338095255,18.164603717372525,188.30912689382882,23.89093523513866
419001951,Haldia,VSP,7134.2238317329775,56.9730162944454,89.37370892153317,62.24749726950909,22.528259172967974,655.7512010823314,34.217891133170426
419000183,Visakhapatnam,Durgapur,7084.861159423847,84.26748077015637,87.17933255286006,40.2195626094501,23.3650534916552,519.8708197177245,26.044528258034806
419000114,Gangavaram,Salem,8653.853440790348,74.85277276499536,69.6990726388586,41.761793269712015,21.724909702073976,971.1081994726175,22.920017815611928
419001951,Haldia,VSP,6058.863091511462,92.57994072307594,60.64631392703922,54.059765948344875,21.63891489608589,681.5358615081968,17.2664117993904
419001155,Paradip,Durgapur,6304.422495536578,71.58762222319912,93.24233881872031,78.38248979722135,10.064466864335175,724.0274133685249,27.973714439603047
419000183,Visakhapatnam,Rourkela,1391.5663873962649,64.62197436504809,76.3479333571303,82.32305446140182,12.537013176263754,981.4856472756184,26.443768462952768
538004587,Gangavaram,Bokaro,2660.7548143839726,96.17141904030962,92.26361335713348,54.07740280039621,12.670974833195988,631.1461794644595,21.450320254644655
374787000,Kolkata,VSP,2963.57160207436,74.48235626369663,77.39596126380357,61.44685619113808,14.739572034934408,981.9244796363006,23.80063772225536
419001951,Haldia,Bokaro,8895.009112362897,71.95188781780655,77.66002290317111,79.4518973072266,22.678732284643118,875.4072117554057,29.942999603945054
419000114,Krishnapatnam,Salem,4206.56137236175,80.65674155761396,82.49195321466688,80.88416741388131,18.384121143719632,740.147043952044,27.3770090540293
352122000,Krishnapatnam,VSP,4743.1064472082435,77.0875668720912,73.11806062820736,66.85807614350509,16.57244038451396,125.42397589700919,21.740780572445473
419000456,Kolkata,Rourkela,1413.7631324084605,99.00911228071888,63.295471170128984,56.582759407097825,21.303804422450007,839.4410267566485,17.175879100343
419001951,Haldia,Rourkela,1056.5274227482219,66.3061608295845,73.79268231379432,49.84140146383815,13.628552005471096,348.52290766650657,21.37203449267377
538004209,Visakhapatnam,Bokaro,6460.471424710536,69.8034985287198,69.54504659264923,42.07771115868374,22.076772248616326,978.3826138906861,24.105736740008716
419001155,Paradip,Rourkela,4158.44233814743,59.8269654955188,98.03005162650757,41.14723716202151,19.78130759818317,127.57209168438736,31.704144087511025
419000183,Visakhapatnam,VSP,4664.019898069875,50.27256930915832,72.9655427009609,46.1833119590159,22.85747679505612,938.3557380650036,29.758930018016258
538004209,Visakhapatnam,Bokaro,8291.662099977606,73.12589385309948,72.6993344161398,58.12956377575522,11.681257116204868,988.9987690046686,20.816204027909336
419001951,Kolkata,Bokaro,8422.510420357055,86.36730265308167,51.24298597420985,93.71260090459367,11.087047253711068,292.90396843093004,13.600026915823387
419000456,Kolkata,Rourkela,1317.3679927319067,56.726421361466834,76.65129363642737,49.02676104283537,12.979931534851211,817.637487953587,24.678020666251157
